,Image type,Image index,Distinctiveness type,RE type,Distinctiveness percentile,RE percentile
1146,Filler,4256,N/A,N/A,84.68,81.96
1147,Filler,7534,N/A,N/A,91.95,71.08
1148,Filler,7002,N/A,N/A,32.78,65.17
1149,Filler,1896,N/A,N/A,24.26,89.64
1150,Filler,3361,N/A,N/A,59.79,43.59
1151,Filler,6933,N/A,N/A,28.02,27.33
1152,Filler,590,N/A,N/A,74.65,62.86
1153,Filler,2989,N/A,N/A,57.61,80.92
1154,Filler,120,N/A,N/A,10.04,25.54
1155,Filler,3062,N/A,N/A,0.59,1.1
1156,Filler,45,N/A,N/A,1.08,4.89
1157,Filler,4621,N/A,N/A,13.52,93.01
1158,Filler,2806,N/A,N/A,36.09,15.01
1159,Filler,5637,N/A,N/A,32.61,79.52
1160,Filler,1342,N/A,N/A,20.14,50.98
1161,Filler,2106,N/A,N/A,60.59,20.67
1162,Filler,3643,N/A,N/A,40.73,61.7
1163,Filler,1871,N/A,N/A,6.09,28.61
1164,Filler,7956,N/A,N/A,67.85,78.84
1165,Filler,778,N/A,N/A,5.85,36.09
1166,Filler,6168,N/A,N/A,85.95,32.57
1167,Filler,2488,N/A,N/A,52.99,4.8
1168,Filler,7272,N/A,N/A,24.7,1.36
1169,Filler,199,N/A,N/A,74.32,75.92
1170,Filler,3180,N/A,N/A,63.1,57.63
1171,Filler,1985,N/A,N/A,75.46,49.52
1172,Filler,925,N/A,N/A,34.42,10.37
1173,Filler,63,N/A,N/A,44.21,89.32
1174,Filler,78,N/A,N/A,10.29,35.87
1175,Filler,5564,N/A,N/A,69.51,59.17
1176,Filler,2254,N/A,N/A,89.49,81.81
1177,Filler,6418,N/A,N/A,53.85,91.62
1178,Filler,160,N/A,N/A,82.64,97.46
1179,Filler,3497,N/A,N/A,91.16,74.18
1180,Filler,273,N/A,N/A,38.83,75.65
1181,Filler,1137,N/A,N/A,86.29,51.78
1182,Filler,6386,N/A,N/A,48.62,91.2
1183,Filler,5057,N/A,N/A,3.52,74.67
1184,Filler,5939,N/A,N/A,69.79,22.92
1185,Filler,5614,N/A,N/A,41.24,40.72
1186,Filler,137,N/A,N/A,17.22,84.94
1187,Filler,2908,N/A,N/A,5.96,12.09
1188,Filler,3991,N/A,N/A,65.34,53.97
1189,Filler,7109,N/A,N/A,91.63,98.81
1190,Filler,2907,N/A,N/A,23.07,4.68
1191,Filler,945,N/A,N/A,10.4,19.18
1192,Filler,6885,N/A,N/A,16.3,30.52
1193,Filler,1033,N/A,N/A,98.61,91.49
1194,Filler,6860,N/A,N/A,58.93,14.54
1195,Filler,992,N/A,N/A,8.45,88.7
1196,Filler,3095,N/A,N/A,30.87,35.94
1197,Filler,2761,N/A,N/A,10.96,39.56
1198,Filler,1088,N/A,N/A,72.58,59.1
1199,Filler,4024,N/A,N/A,88.78,93.97
1200,Filler,4584,N/A,N/A,21.2,91.39
1201,Filler,2529,N/A,N/A,63.45,41.06
1202,Filler,1186,N/A,N/A,14.68,4.85
1203,Filler,6636,N/A,N/A,33.16,61.27
1204,Filler,2477,N/A,N/A,99.14,98.93
1205,Filler,6333,N/A,N/A,72.97,71.53
1206,Filler,6525,N/A,N/A,26.53,38.39
1207,Filler,2623,N/A,N/A,7.99,19.84
1208,Filler,340,N/A,N/A,37.64,0.01
1209,Filler,3315,N/A,N/A,87.95,14.02
1210,Filler,6315,N/A,N/A,27.32,88.71
1211,Filler,3850,N/A,N/A,49.58,11.63
1212,Filler,5945,N/A,N/A,81.38,86.51
1213,Filler,7554,N/A,N/A,91.94,13.13
1214,Filler,4270,N/A,N/A,64.82,25.19
1215,Filler,1496,N/A,N/A,72.0,10.08
1216,Filler,6112,N/A,N/A,43.68,67.91
1217,Filler,7910,N/A,N/A,31.71,36.65
1218,Filler,2677,N/A,N/A,26.92,80.33
1219,Filler,6862,N/A,N/A,59.67,48.67
1220,Filler,7382,N/A,N/A,79.6,87.41
1221,Filler,3571,N/A,N/A,24.28,77.08
1222,Filler,3373,N/A,N/A,68.61,45.05
1223,Filler,3144,N/A,N/A,52.72,60.87
1224,Filler,1819,N/A,N/A,46.2,72.22
1225,Filler,1546,N/A,N/A,63.23,52.34
1226,Filler,5516,N/A,N/A,51.26,19.56
1227,Filler,7157,N/A,N/A,89.5,74.54
1228,Filler,7995,N/A,N/A,52.18,14.58
1229,Filler,1289,N/A,N/A,77.05,84.49
1230,Filler,7320,N/A,N/A,76.36,72.31
1231,Filler,578,N/A,N/A,66.55,70.84
1232,Filler,1192,N/A,N/A,41.48,85.5
1233,Filler,3700,N/A,N/A,40.69,58.47
1234,Filler,853,N/A,N/A,27.6,31.63
1235,Filler,5069,N/A,N/A,14.26,56.19
1236,Filler,5840,N/A,N/A,51.64,74.05
1237,Filler,3163,N/A,N/A,78.08,43.75
1238,Filler,3672,N/A,N/A,70.54,74.78
1239,Filler,6772,N/A,N/A,40.28,48.48
1240,Filler,1770,N/A,N/A,4.92,9.31
1241,Filler,6471,N/A,N/A,58.36,24.27
1242,Filler,1544,N/A,N/A,13.47,82.3
1243,Filler,6340,N/A,N/A,97.6,77.93
1244,Filler,4302,N/A,N/A,37.37,83.23
1245,Filler,4347,N/A,N/A,89.16,77.05
1246,Filler,3992,N/A,N/A,69.23,21.05
1247,Filler,1290,N/A,N/A,87.62,82.68
1248,Filler,7014,N/A,N/A,62.62,19.16
1249,Filler,2495,N/A,N/A,86.62,44.72
1250,Filler,4063,N/A,N/A,50.37,9.97
1251,Filler,1461,N/A,N/A,72.53,78.09
1252,Filler,7569,N/A,N/A,84.08,71.29
1253,Filler,7637,N/A,N/A,39.42,31.72
1254,Filler,6355,N/A,N/A,18.7,86.7
1255,Filler,4945,N/A,N/A,41.68,44.47
1256,Filler,711,N/A,N/A,0.48,0.02
1257,Filler,5025,N/A,N/A,51.63,9.24
1258,Filler,7835,N/A,N/A,58.46,52.93
1259,Filler,3293,N/A,N/A,62.14,93.83
1260,Filler,5406,N/A,N/A,75.47,33.94
1261,Filler,5953,N/A,N/A,67.64,76.75
1262,Filler,7485,N/A,N/A,35.0,49.06
1263,Filler,4966,N/A,N/A,3.11,7.22
1264,Filler,1882,N/A,N/A,92.03,57.34
1265,Filler,5266,N/A,N/A,71.95,52.11
1266,Filler,5534,N/A,N/A,79.55,71.18
1267,Filler,2765,N/A,N/A,39.51,48.56
1268,Filler,8038,N/A,N/A,82.45,79.33
1269,Filler,3765,N/A,N/A,91.8,83.15
1270,Filler,7447,N/A,N/A,73.52,97.25
1271,Filler,2789,N/A,N/A,41.69,30.86
1272,Filler,7279,N/A,N/A,87.31,80.36
1273,Filler,1435,N/A,N/A,5.22,29.36
1274,Filler,3279,N/A,N/A,3.94,8.4
1275,Filler,7609,N/A,N/A,38.64,35.7
1276,Filler,405,N/A,N/A,2.54,42.81
1277,Filler,1569,N/A,N/A,99.3,97.12
1278,Filler,726,N/A,N/A,42.55,75.72
1279,Filler,1402,N/A,N/A,94.13,93.65
1280,Filler,6573,N/A,N/A,59.71,97.97
1281,Filler,7998,N/A,N/A,59.23,77.99
1282,Filler,7711,N/A,N/A,19.29,29.73
1283,Filler,336,N/A,N/A,64.42,11.16
1284,Filler,7154,N/A,N/A,13.83,76.68
1285,Filler,3145,N/A,N/A,65.61,21.27
1286,Filler,620,N/A,N/A,28.01,40.96
1287,Filler,2506,N/A,N/A,47.63,41.91
1288,Filler,3405,N/A,N/A,50.42,26.76
1289,Filler,6709,N/A,N/A,27.45,90.02
1290,Filler,7866,N/A,N/A,65.0,32.47
1291,Filler,5358,N/A,N/A,22.28,19.19
1292,Filler,2450,N/A,N/A,9.74,48.21
1293,Filler,398,N/A,N/A,46.93,46.48
1294,Filler,7929,N/A,N/A,33.14,2.44
1295,Filler,1964,N/A,N/A,20.76,18.56
1296,Filler,6801,N/A,N/A,36.15,34.93
1297,Filler,7920,N/A,N/A,3.58,4.53
1298,Filler,4222,N/A,N/A,97.19,92.46
1299,Filler,215,N/A,N/A,29.75,31.91
1300,Filler,1158,N/A,N/A,61.09,12.19
1301,Filler,2085,N/A,N/A,68.07,33.3
1302,Filler,2401,N/A,N/A,2.64,5.75
1303,Filler,5946,N/A,N/A,76.68,58.94
1304,Filler,809,N/A,N/A,74.77,99.29
1305,Filler,3435,N/A,N/A,60.68,33.63
1306,Filler,6774,N/A,N/A,50.82,48.78
1307,Filler,6079,N/A,N/A,77.2,84.9
1308,Filler,2797,N/A,N/A,70.21,58.58
1309,Filler,2638,N/A,N/A,37.32,58.5
1310,Filler,4636,N/A,N/A,39.86,37.21
1311,Filler,7058,N/A,N/A,39.5,56.75
1312,Filler,4056,N/A,N/A,41.52,90.14
1313,Filler,6549,N/A,N/A,60.08,74.98
1314,Filler,921,N/A,N/A,43.8,45.97
1315,Filler,6105,N/A,N/A,93.5,26.45
1316,Filler,568,N/A,N/A,55.97,32.97
1317,Filler,7610,N/A,N/A,45.33,5.76
1318,Filler,5688,N/A,N/A,45.74,46.15
1319,Filler,7536,N/A,N/A,14.37,58.33
1320,Filler,1659,N/A,N/A,3.45,2.11
1321,Filler,4673,N/A,N/A,63.4,74.64
1322,Filler,4126,N/A,N/A,94.89,64.03
1323,Filler,2498,N/A,N/A,46.38,10.66
1324,Filler,496,N/A,N/A,2.66,3.59
1325,Filler,5440,N/A,N/A,64.81,78.38
1326,Filler,1445,N/A,N/A,80.5,86.01
1327,Filler,4656,N/A,N/A,74.07,98.95
1328,Filler,846,N/A,N/A,94.5,63.07
1329,Filler,4894,N/A,N/A,54.41,85.42
1330,Filler,7502,N/A,N/A,9.07,0.2
1331,Filler,6620,N/A,N/A,33.41,1.71
1332,Filler,6074,N/A,N/A,41.38,30.06
1333,Filler,3325,N/A,N/A,85.96,68.57
1334,Filler,8004,N/A,N/A,83.86,95.79
1335,Filler,5375,N/A,N/A,9.09,42.7
1336,Filler,1419,N/A,N/A,70.18,29.17
1337,Filler,3318,N/A,N/A,35.48,72.8
1338,Filler,1910,N/A,N/A,4.04,4.47
1339,Filler,837,N/A,N/A,9.28,36.06
1340,Filler,4951,N/A,N/A,47.83,86.32
1341,Filler,3476,N/A,N/A,77.14,72.42
1342,Filler,5778,N/A,N/A,29.88,32.71
1343,Filler,1166,N/A,N/A,61.36,90.26
1344,Filler,2784,N/A,N/A,27.86,83.27
1345,Filler,3413,N/A,N/A,28.27,88.07
1346,Filler,821,N/A,N/A,99.46,99.92
1347,Filler,5129,N/A,N/A,10.48,28.68
1348,Filler,720,N/A,N/A,37.2,14.12
1349,Filler,3674,N/A,N/A,51.94,86.24
1350,Filler,326,N/A,N/A,77.38,70.65
1351,Filler,3734,N/A,N/A,45.12,11.53
1352,Filler,6365,N/A,N/A,35.47,35.75
1353,Filler,4023,N/A,N/A,96.02,85.88
1354,Filler,4927,N/A,N/A,33.67,78.97
1355,Filler,4734,N/A,N/A,9.13,36.59
1356,Filler,7854,N/A,N/A,17.55,29.77
1357,Filler,4742,N/A,N/A,43.3,52.3
1358,Filler,5940,N/A,N/A,99.03,99.72
1359,Filler,4467,N/A,N/A,49.62,7.65
1360,Filler,2173,N/A,N/A,2.95,2.37
1361,Filler,7291,N/A,N/A,89.59,41.01
1362,Filler,4958,N/A,N/A,46.94,61.87
1363,Filler,7607,N/A,N/A,51.22,26.75
1364,Filler,2281,N/A,N/A,65.18,94.97
1365,Filler,5795,N/A,N/A,25.87,22.05
1366,Filler,7448,N/A,N/A,32.14,14.82
1367,Filler,881,N/A,N/A,32.34,64.48
1368,Filler,2703,N/A,N/A,89.28,81.0
1369,Filler,4309,N/A,N/A,69.45,81.87
1370,Filler,7409,N/A,N/A,85.71,87.85
1371,Filler,2760,N/A,N/A,12.89,61.93
1372,Filler,6971,N/A,N/A,56.25,48.08
1373,Filler,3416,N/A,N/A,70.02,70.94
1374,Filler,6481,N/A,N/A,63.34,30.19
1375,Filler,6177,N/A,N/A,41.02,26.22
1376,Filler,3369,N/A,N/A,61.71,57.38
1377,Filler,6080,N/A,N/A,87.45,6.09
1378,Filler,3020,N/A,N/A,54.98,84.65
1379,Filler,1752,N/A,N/A,87.02,75.33
1380,Filler,3340,N/A,N/A,60.98,10.27
1381,Filler,5920,N/A,N/A,12.69,46.1
1382,Filler,5296,N/A,N/A,41.48,76.1
1383,Filler,7189,N/A,N/A,20.27,14.35
1384,Filler,3907,N/A,N/A,36.16,21.1
1385,Filler,1173,N/A,N/A,15.39,28.35
1386,Filler,1554,N/A,N/A,12.99,21.65
1387,Filler,3574,N/A,N/A,88.32,40.35
1388,Filler,2717,N/A,N/A,93.86,99.02
1389,Filler,1967,N/A,N/A,77.04,50.95
1390,Filler,4683,N/A,N/A,52.2,62.48
1391,Filler,6378,N/A,N/A,29.1,24.7
1392,Filler,2245,N/A,N/A,43.14,82.31
1393,Filler,1847,N/A,N/A,48.89,55.78
1394,Filler,4526,N/A,N/A,20.68,26.03
1395,Filler,3796,N/A,N/A,55.61,26.27
1396,Filler,4508,N/A,N/A,1.62,3.22
1397,Filler,2455,N/A,N/A,43.36,1.44
1398,Filler,2541,N/A,N/A,15.9,33.26
1399,Filler,6682,N/A,N/A,98.3,97.2
1400,Filler,95,N/A,N/A,37.52,84.39
1401,Filler,1463,N/A,N/A,71.89,55.07
1402,Filler,5692,N/A,N/A,66.86,48.05
1403,Filler,2569,N/A,N/A,48.78,61.86
1404,Filler,2943,N/A,N/A,10.69,8.82
1405,Filler,1229,N/A,N/A,28.98,64.7
1406,Filler,6871,N/A,N/A,26.0,68.64
1407,Filler,5044,N/A,N/A,39.17,89.79
1408,Filler,2261,N/A,N/A,26.07,39.8
1409,Filler,4559,N/A,N/A,39.45,74.13
1410,Filler,982,N/A,N/A,85.83,63.41
1411,Filler,114,N/A,N/A,44.13,10.07
1412,Filler,7578,N/A,N/A,28.4,8.26
1413,Filler,1747,N/A,N/A,47.78,77.56
1414,Filler,6447,N/A,N/A,50.57,9.34
1415,Filler,2557,N/A,N/A,84.97,45.06
1416,Filler,7282,N/A,N/A,44.2,9.4
1417,Filler,2267,N/A,N/A,89.87,85.98
1418,Filler,3783,N/A,N/A,84.39,74.6
1419,Filler,443,N/A,N/A,69.25,48.11
1420,Filler,6569,N/A,N/A,70.05,71.38
1421,Filler,6671,N/A,N/A,59.55,54.74
1422,Filler,996,N/A,N/A,47.54,38.79
1423,Filler,7678,N/A,N/A,62.8,55.96
1424,Filler,5571,N/A,N/A,37.05,10.63
1425,Filler,7318,N/A,N/A,90.3,98.34
1426,Filler,7633,N/A,N/A,96.13,97.16
1427,Filler,829,N/A,N/A,33.04,30.23
1428,Filler,7668,N/A,N/A,5.24,21.23
1429,Filler,6458,N/A,N/A,47.66,8.29
1430,Filler,455,N/A,N/A,45.89,45.3
1431,Filler,7824,N/A,N/A,12.6,5.53
1432,Filler,1376,N/A,N/A,20.98,11.68
1433,Filler,2513,N/A,N/A,49.96,53.65
1434,Filler,6942,N/A,N/A,7.77,33.25
1435,Filler,6213,N/A,N/A,51.0,55.08
1436,Filler,3417,N/A,N/A,32.0,0.85
1437,Filler,4924,N/A,N/A,91.82,52.19
1438,Filler,6530,N/A,N/A,47.42,55.57
1439,Filler,5033,N/A,N/A,28.16,36.03
1440,Filler,3052,N/A,N/A,28.24,73.68
1441,Filler,2144,N/A,N/A,14.05,14.45
1442,Filler,2840,N/A,N/A,53.78,26.8
1443,Filler,5174,N/A,N/A,48.29,81.33
1444,Filler,7110,N/A,N/A,50.15,59.71
1445,Filler,517,N/A,N/A,2.5,6.8
1446,Filler,3270,N/A,N/A,88.79,56.13
1447,Filler,5304,N/A,N/A,93.55,99.16
1448,Filler,1240,N/A,N/A,63.73,10.1
1449,Filler,2119,N/A,N/A,94.1,46.3
1450,Filler,1393,N/A,N/A,59.94,97.07
1451,Filler,3878,N/A,N/A,95.48,90.13
1452,Filler,7274,N/A,N/A,38.04,36.82
1453,Filler,504,N/A,N/A,25.53,29.1
1454,Filler,2194,N/A,N/A,33.29,80.78
1455,Filler,3737,N/A,N/A,64.0,89.76
1456,Filler,7595,N/A,N/A,88.21,78.52
1457,Filler,4274,N/A,N/A,93.82,85.3
1458,Filler,7297,N/A,N/A,65.6,29.32
1459,Filler,2352,N/A,N/A,25.65,28.32
1460,Filler,2341,N/A,N/A,2.85,0.3
1461,Filler,46,N/A,N/A,2.33,12.52
1462,Filler,4123,N/A,N/A,87.18,79.77
1463,Filler,1325,N/A,N/A,52.91,28.34
1464,Filler,3531,N/A,N/A,13.33,49.61
1465,Filler,1019,N/A,N/A,22.89,60.43
1466,Filler,7208,N/A,N/A,58.55,86.59
1467,Filler,4391,N/A,N/A,44.34,60.37
1468,Filler,5620,N/A,N/A,40.82,35.58
1469,Filler,5609,N/A,N/A,53.82,71.31
1470,Filler,432,N/A,N/A,14.13,45.18
1471,Filler,1810,N/A,N/A,88.6,86.52
1472,Filler,5362,N/A,N/A,53.83,81.85
1473,Filler,4079,N/A,N/A,35.55,6.82
1474,Filler,6344,N/A,N/A,40.74,72.06
1475,Filler,4529,N/A,N/A,2.7,28.56
1476,Filler,7540,N/A,N/A,39.78,82.09
1477,Filler,2768,N/A,N/A,1.75,7.69
1478,Filler,1685,N/A,N/A,93.15,97.68
1479,Filler,2093,N/A,N/A,36.08,37.15
1480,Filler,1194,N/A,N/A,15.58,55.05
1481,Filler,3249,N/A,N/A,64.71,49.2
1482,Filler,4648,N/A,N/A,92.41,88.98
1483,Filler,6719,N/A,N/A,25.5,73.89
1484,Filler,2053,N/A,N/A,48.68,33.6
1485,Filler,2990,N/A,N/A,73.38,57.01
1486,Filler,2270,N/A,N/A,8.91,58.98
1487,Filler,7140,N/A,N/A,76.15,15.36
1488,Filler,3137,N/A,N/A,24.29,60.48
1489,Filler,576,N/A,N/A,85.14,43.63
1490,Filler,279,N/A,N/A,50.0,67.51
1491,Filler,3009,N/A,N/A,87.89,86.35
1492,Filler,7700,N/A,N/A,62.46,42.23
1493,Filler,7299,N/A,N/A,40.54,91.59
1494,Filler,1697,N/A,N/A,57.12,42.65
1495,Filler,718,N/A,N/A,32.49,50.89
1496,Filler,2501,N/A,N/A,65.82,32.39
1497,Filler,4689,N/A,N/A,22.92,12.2
1498,Filler,6164,N/A,N/A,70.13,37.17
1499,Filler,400,N/A,N/A,26.87,19.08
1500,Filler,5085,N/A,N/A,43.82,8.66
1501,Filler,3011,N/A,N/A,78.96,55.74
1502,Filler,7545,N/A,N/A,53.35,38.58
1503,Filler,4132,N/A,N/A,35.13,95.87
1504,Filler,1297,N/A,N/A,54.44,55.24
1505,Filler,7885,N/A,N/A,29.12,36.87
1506,Filler,1002,N/A,N/A,0.96,2.66
1507,Filler,1639,N/A,N/A,33.37,60.07
1508,Filler,8002,N/A,N/A,1.03,1.76
1509,Filler,6983,N/A,N/A,97.72,99.66
1510,Filler,6597,N/A,N/A,18.95,16.34
1511,Filler,4601,N/A,N/A,47.61,38.08
1512,Filler,7708,N/A,N/A,11.19,16.44
1513,Filler,7848,N/A,N/A,43.4,31.31
1514,Filler,20,N/A,N/A,95.37,92.29
1515,Filler,4920,N/A,N/A,44.97,22.84
1516,Filler,2935,N/A,N/A,92.27,89.42
1517,Filler,3723,N/A,N/A,4.87,3.39
1518,Filler,6898,N/A,N/A,45.48,45.58
1519,Filler,3381,N/A,N/A,26.21,2.56
1520,Filler,2055,N/A,N/A,21.64,11.92
1521,Filler,4726,N/A,N/A,57.05,70.21
1522,Filler,7162,N/A,N/A,89.24,93.94
1523,Filler,7696,N/A,N/A,80.81,67.18
1524,Filler,3537,N/A,N/A,66.12,88.33
1525,Filler,605,N/A,N/A,34.63,23.22
1526,Filler,6286,N/A,N/A,69.42,44.56
1527,Filler,7064,N/A,N/A,52.58,91.57
1528,Filler,6778,N/A,N/A,40.02,42.32
1529,Filler,7170,N/A,N/A,85.41,85.08
1530,Filler,4201,N/A,N/A,10.39,24.08
1531,Filler,3227,N/A,N/A,75.3,29.48
1532,Filler,1952,N/A,N/A,20.49,39.22
1533,Filler,5492,N/A,N/A,20.34,58.29
1534,Filler,5357,N/A,N/A,19.65,25.7
1535,Filler,332,N/A,N/A,44.92,48.01
1536,Filler,42,N/A,N/A,46.73,38.87
1537,Filler,3470,N/A,N/A,22.35,58.69
1538,Filler,4891,N/A,N/A,67.61,50.86
1539,Filler,6687,N/A,N/A,12.64,13.95
1540,Filler,7933,N/A,N/A,48.14,1.55
1541,Filler,7986,N/A,N/A,39.12,15.72
1542,Filler,4436,N/A,N/A,21.4,1.92
1543,Filler,5948,N/A,N/A,25.97,38.4
1544,Filler,167,N/A,N/A,56.0,53.0
1545,Filler,7919,N/A,N/A,47.82,47.86
1546,Filler,1410,N/A,N/A,77.71,72.24
1547,Filler,5724,N/A,N/A,22.81,84.24
1548,Filler,5875,N/A,N/A,61.43,26.0
1549,Filler,788,N/A,N/A,31.34,33.86
1550,Filler,7205,N/A,N/A,22.03,74.47
1551,Filler,713,N/A,N/A,72.04,51.1
1552,Filler,5750,N/A,N/A,75.4,74.71
1553,Filler,5448,N/A,N/A,71.9,87.07
1554,Filler,3056,N/A,N/A,16.23,82.48
1555,Filler,7340,N/A,N/A,96.48,22.54
1556,Filler,5061,N/A,N/A,4.48,60.68
1557,Filler,3948,N/A,N/A,2.65,8.28
1558,Filler,3311,N/A,N/A,3.7,35.35
1559,Filler,2347,N/A,N/A,76.63,81.69
1560,Filler,3539,N/A,N/A,57.74,88.47
1561,Filler,4630,N/A,N/A,40.57,4.28
1562,Filler,2359,N/A,N/A,54.62,85.03
1563,Filler,7483,N/A,N/A,61.02,27.92
1564,Filler,2651,N/A,N/A,39.49,41.8
1565,Filler,7260,N/A,N/A,81.82,30.88
1566,Filler,2715,N/A,N/A,52.68,10.68
1567,Filler,7198,N/A,N/A,47.6,88.36
1568,Filler,4615,N/A,N/A,48.09,70.96
1569,Filler,2044,N/A,N/A,1.76,42.55
1570,Filler,3751,N/A,N/A,69.63,46.69
1571,Filler,7276,N/A,N/A,26.76,67.66
1572,Filler,113,N/A,N/A,15.06,35.38
1573,Filler,313,N/A,N/A,91.51,76.83
1574,Filler,6256,N/A,N/A,66.93,76.66
1575,Filler,3822,N/A,N/A,66.34,9.22
1576,Filler,2403,N/A,N/A,33.02,73.58
1577,Filler,6106,N/A,N/A,1.81,19.6
1578,Filler,1036,N/A,N/A,27.29,24.37
1579,Filler,4265,N/A,N/A,69.96,78.55
1580,Filler,833,N/A,N/A,27.11,32.05
1581,Filler,6557,N/A,N/A,91.69,36.21
1582,Filler,6745,N/A,N/A,53.7,19.15
1583,Filler,6608,N/A,N/A,18.6,68.61
1584,Filler,1895,N/A,N/A,55.47,13.83
1585,Filler,7925,N/A,N/A,69.38,49.86
1586,Filler,2902,N/A,N/A,6.31,21.06
1587,Filler,6828,N/A,N/A,24.31,16.62
1588,Filler,5419,N/A,N/A,30.06,61.16
1589,Filler,7605,N/A,N/A,47.38,9.51
1590,Filler,122,N/A,N/A,5.73,75.56
1591,Filler,2814,N/A,N/A,43.51,5.11
1592,Filler,1562,N/A,N/A,24.09,54.57
1593,Filler,5319,N/A,N/A,15.01,2.84
1594,Filler,1817,N/A,N/A,62.29,61.81
1595,Filler,5672,N/A,N/A,77.95,84.67
1596,Filler,3116,N/A,N/A,0.28,16.51
1597,Filler,5653,N/A,N/A,85.67,21.69
1598,Filler,3004,N/A,N/A,98.75,89.14
1599,Filler,5666,N/A,N/A,99.45,96.59
1600,Filler,5142,N/A,N/A,10.42,16.8
1601,Filler,5531,N/A,N/A,93.76,99.76
1602,Filler,4493,N/A,N/A,15.85,42.45
1603,Filler,3292,N/A,N/A,13.96,54.71
1604,Filler,1338,N/A,N/A,92.59,88.59
1605,Filler,5153,N/A,N/A,95.29,90.15
1606,Filler,356,N/A,N/A,29.99,29.5
1607,Filler,3075,N/A,N/A,9.8,13.72
1608,Filler,3090,N/A,N/A,13.37,57.97
1609,Filler,7124,N/A,N/A,48.74,33.29
1610,Filler,3138,N/A,N/A,71.14,11.95
1611,Filler,6899,N/A,N/A,19.44,60.55
1612,Filler,6150,N/A,N/A,58.08,7.49
1613,Filler,2462,N/A,N/A,48.76,66.1
1614,Filler,3055,N/A,N/A,20.07,19.34
1615,Filler,4668,N/A,N/A,54.56,19.93
1616,Filler,433,N/A,N/A,16.67,64.29
1617,Filler,4433,N/A,N/A,21.96,13.31
1618,Filler,1296,N/A,N/A,47.37,11.19
1619,Filler,6827,N/A,N/A,56.98,40.34
1620,Filler,2029,N/A,N/A,1.92,5.87
1621,Filler,1640,N/A,N/A,63.87,37.62
1622,Filler,7805,N/A,N/A,20.35,18.95
1623,Filler,2701,N/A,N/A,62.06,1.78
1624,Filler,489,N/A,N/A,42.2,67.4
1625,Filler,5844,N/A,N/A,0.98,2.09
1626,Filler,3877,N/A,N/A,45.18,39.39
1627,Filler,4712,N/A,N/A,84.87,62.67
1628,Filler,6407,N/A,N/A,78.77,71.16
1629,Filler,6991,N/A,N/A,95.8,87.09
1630,Filler,3033,N/A,N/A,73.09,72.81
1631,Filler,5427,N/A,N/A,85.93,52.44
1632,Filler,5048,N/A,N/A,6.52,17.84
1633,Filler,2579,N/A,N/A,48.49,74.74
1634,Filler,6169,N/A,N/A,18.86,37.49
1635,Filler,3743,N/A,N/A,39.48,71.06
1636,Filler,641,N/A,N/A,65.04,59.26
1637,Filler,5616,N/A,N/A,64.03,81.91
1638,Filler,3528,N/A,N/A,64.88,2.7
1639,Filler,2350,N/A,N/A,16.05,67.84
1640,Filler,933,N/A,N/A,87.42,33.56
1641,Filler,5528,N/A,N/A,18.55,54.94
1642,Filler,777,N/A,N/A,37.39,0.62
1643,Filler,3309,N/A,N/A,10.78,73.46
1644,Filler,3184,N/A,N/A,14.69,79.96
1645,Filler,6210,N/A,N/A,79.06,56.82
1646,Filler,7788,N/A,N/A,50.99,4.4
1647,Filler,1426,N/A,N/A,97.55,96.76
1648,Filler,3793,N/A,N/A,70.83,67.81
1649,Filler,816,N/A,N/A,76.92,96.3
1650,Filler,1392,N/A,N/A,47.28,22.64
1651,Filler,6910,N/A,N/A,72.62,47.91
1652,Filler,4558,N/A,N/A,0.42,78.28
1653,Filler,5228,N/A,N/A,33.33,73.45
1654,Filler,7028,N/A,N/A,93.98,97.04
1655,Filler,1934,N/A,N/A,79.4,74.7
1656,Filler,2626,N/A,N/A,17.16,79.75
1657,Filler,3868,N/A,N/A,98.23,98.32
1658,Filler,7402,N/A,N/A,56.9,53.49
1659,Filler,4521,N/A,N/A,24.95,61.08
1660,Filler,680,N/A,N/A,38.74,66.39
1661,Filler,4481,N/A,N/A,4.59,15.64
1662,Filler,3642,N/A,N/A,62.75,51.76
1663,Filler,7117,N/A,N/A,37.86,5.81
1664,Filler,3944,N/A,N/A,55.79,71.85
1665,Filler,3655,N/A,N/A,56.53,35.06
1666,Filler,6087,N/A,N/A,1.34,4.61
1667,Filler,7384,N/A,N/A,15.68,16.06
1668,Filler,4062,N/A,N/A,30.31,54.19
1669,Filler,1270,N/A,N/A,7.11,70.43
1670,Filler,5089,N/A,N/A,37.68,49.71
1671,Filler,3669,N/A,N/A,90.72,87.61
1672,Filler,4392,N/A,N/A,4.93,16.42
1673,Filler,8020,N/A,N/A,67.08,6.74
1674,Filler,4967,N/A,N/A,1.5,0.57
1675,Filler,621,N/A,N/A,44.5,59.66
1676,Filler,951,N/A,N/A,87.8,74.52
1677,Filler,1607,N/A,N/A,4.0,8.74
1678,Filler,4823,N/A,N/A,94.17,77.84
1679,Filler,3051,N/A,N/A,4.28,4.35
1680,Filler,1275,N/A,N/A,25.9,9.82
1681,Filler,5995,N/A,N/A,9.54,58.2
1682,Filler,743,N/A,N/A,93.27,97.78
1683,Filler,7533,N/A,N/A,66.04,91.95
1684,Filler,4858,N/A,N/A,31.35,42.64
