,Image type,Image index,Distinctiveness type,RE type,Distinctiveness percentile,RE percentile
2224,Filler,7695,N/A,N/A,11.84,43.11
2225,Filler,4960,N/A,N/A,5.11,4.46
2226,Filler,4979,N/A,N/A,64.11,39.15
2227,Filler,6531,N/A,N/A,53.87,86.27
2228,Filler,2671,N/A,N/A,16.07,15.09
2229,Filler,1765,N/A,N/A,76.41,52.04
2230,Filler,450,N/A,N/A,18.16,64.54
2231,Filler,4609,N/A,N/A,49.8,97.99
2232,Filler,7167,N/A,N/A,15.89,29.51
2233,Filler,3132,N/A,N/A,94.26,73.24
2234,Filler,7199,N/A,N/A,54.12,23.15
2235,Filler,6160,N/A,N/A,76.18,57.95
2236,Filler,438,N/A,N/A,54.82,75.59
2237,Filler,3676,N/A,N/A,67.73,7.33
2238,Filler,4667,N/A,N/A,23.17,14.39
2239,Filler,4447,N/A,N/A,33.25,52.51
2240,Filler,1417,N/A,N/A,57.19,75.09
2241,Filler,7128,N/A,N/A,83.82,37.68
2242,Filler,1939,N/A,N/A,73.08,65.26
2243,Filler,1670,N/A,N/A,84.3,66.32
2244,Filler,5314,N/A,N/A,41.62,80.35
2245,Filler,3148,N/A,N/A,62.69,88.76
2246,Filler,76,N/A,N/A,51.61,4.66
2247,Filler,4819,N/A,N/A,45.84,64.77
2248,Filler,7362,N/A,N/A,52.09,71.52
2249,Filler,2215,N/A,N/A,11.22,45.22
2250,Filler,6768,N/A,N/A,98.44,95.92
2251,Filler,7585,N/A,N/A,40.72,41.49
2252,Filler,1301,N/A,N/A,5.61,15.75
2253,Filler,3254,N/A,N/A,11.95,13.12
2254,Filler,7685,N/A,N/A,41.65,95.44
2255,Filler,4282,N/A,N/A,88.97,83.21
2256,Filler,5093,N/A,N/A,57.67,37.19
2257,Filler,3732,N/A,N/A,27.47,70.82
2258,Filler,6077,N/A,N/A,46.53,22.76
2259,Filler,1844,N/A,N/A,91.73,76.48
2260,Filler,4007,N/A,N/A,98.35,92.62
2261,Filler,3702,N/A,N/A,7.72,10.23
2262,Filler,6843,N/A,N/A,49.69,49.38
2263,Filler,6497,N/A,N/A,11.04,29.09
2264,Filler,3216,N/A,N/A,96.78,43.07
2265,Filler,8023,N/A,N/A,30.3,45.17
2266,Filler,6755,N/A,N/A,73.89,38.9
2267,Filler,6443,N/A,N/A,70.46,70.09
2268,Filler,6346,N/A,N/A,11.14,38.94
2269,Filler,5518,N/A,N/A,79.0,69.77
2270,Filler,5138,N/A,N/A,54.73,33.24
2271,Filler,6354,N/A,N/A,85.01,90.42
2272,Filler,2474,N/A,N/A,58.3,50.73
2273,Filler,482,N/A,N/A,62.08,6.2
2274,Filler,1095,N/A,N/A,91.44,98.65
2275,Filler,2182,N/A,N/A,84.23,22.7
2276,Filler,3895,N/A,N/A,0.81,0.18
2277,Filler,4211,N/A,N/A,25.27,97.91
2278,Filler,2743,N/A,N/A,87.26,93.24
2279,Filler,2003,N/A,N/A,2.56,4.25
2280,Filler,2253,N/A,N/A,88.07,49.49
2281,Filler,4781,N/A,N/A,50.93,48.61
2282,Filler,3496,N/A,N/A,7.18,59.78
2283,Filler,1092,N/A,N/A,90.33,54.29
2284,Filler,977,N/A,N/A,34.93,28.08
2285,Filler,3529,N/A,N/A,31.24,90.11
2286,Filler,2932,N/A,N/A,88.53,93.88
2287,Filler,3140,N/A,N/A,89.13,89.27
2288,Filler,6924,N/A,N/A,45.27,51.01
2289,Filler,6773,N/A,N/A,79.97,38.18
2290,Filler,2323,N/A,N/A,97.27,33.71
2291,Filler,5549,N/A,N/A,70.17,51.35
2292,Filler,5384,N/A,N/A,37.58,65.56
2293,Filler,3162,N/A,N/A,77.13,37.83
2294,Filler,3873,N/A,N/A,18.08,48.17
2295,Filler,5783,N/A,N/A,79.92,9.54
2296,Filler,4259,N/A,N/A,15.97,34.29
2297,Filler,6842,N/A,N/A,54.08,53.57
2298,Filler,1522,N/A,N/A,95.57,92.97
2299,Filler,2446,N/A,N/A,56.17,5.72
2300,Filler,5663,N/A,N/A,85.94,56.43
2301,Filler,4580,N/A,N/A,30.93,22.46
2302,Filler,3474,N/A,N/A,33.07,68.6
2303,Filler,1550,N/A,N/A,17.61,44.98
2304,Filler,6096,N/A,N/A,36.37,68.26
2305,Filler,4292,N/A,N/A,93.68,80.96
2306,Filler,7568,N/A,N/A,66.1,43.14
2307,Filler,5748,N/A,N/A,43.33,62.29
2308,Filler,5119,N/A,N/A,41.77,91.89
2309,Filler,1671,N/A,N/A,28.74,10.42
2310,Filler,7489,N/A,N/A,98.59,99.28
2311,Filler,2193,N/A,N/A,41.9,17.4
2312,Filler,5040,N/A,N/A,70.52,56.44
2313,Filler,3331,N/A,N/A,7.88,19.98
2314,Filler,4245,N/A,N/A,97.11,77.36
2315,Filler,3841,N/A,N/A,5.99,20.14
2316,Filler,3742,N/A,N/A,78.13,46.45
2317,Filler,5980,N/A,N/A,0.74,0.07
2318,Filler,2713,N/A,N/A,55.52,28.02
2319,Filler,7183,N/A,N/A,13.61,47.36
2320,Filler,7469,N/A,N/A,19.52,23.34
2321,Filler,7116,N/A,N/A,52.16,72.39
2322,Filler,7365,N/A,N/A,73.9,67.98
2323,Filler,3854,N/A,N/A,46.84,20.05
2324,Filler,7038,N/A,N/A,15.87,12.68
2325,Filler,2779,N/A,N/A,45.58,4.42
2326,Filler,472,N/A,N/A,41.15,42.18
2327,Filler,3267,N/A,N/A,50.21,46.59
2328,Filler,3300,N/A,N/A,74.34,73.12
2329,Filler,6395,N/A,N/A,31.97,60.21
2330,Filler,7156,N/A,N/A,12.69,25.39
2331,Filler,3348,N/A,N/A,40.59,61.26
2332,Filler,941,N/A,N/A,1.13,9.95
2333,Filler,5232,N/A,N/A,41.57,65.7
2334,Filler,5360,N/A,N/A,93.54,98.51
2335,Filler,2397,N/A,N/A,59.68,43.9
2336,Filler,4867,N/A,N/A,85.88,13.96
2337,Filler,4686,N/A,N/A,89.48,35.82
2338,Filler,5529,N/A,N/A,13.3,30.25
2339,Filler,1610,N/A,N/A,59.8,26.9
2340,Filler,6360,N/A,N/A,16.45,52.09
2341,Filler,3245,N/A,N/A,44.78,74.03
2342,Filler,640,N/A,N/A,75.38,76.32
2343,Filler,6237,N/A,N/A,3.17,2.47
2344,Filler,4624,N/A,N/A,44.03,64.13
2345,Filler,950,N/A,N/A,88.88,40.77
2346,Filler,243,N/A,N/A,99.12,97.17
2347,Filler,5240,N/A,N/A,47.86,58.44
2348,Filler,1514,N/A,N/A,74.05,49.97
2349,Filler,475,N/A,N/A,54.55,63.25
2350,Filler,5450,N/A,N/A,89.58,66.9
2351,Filler,5180,N/A,N/A,60.87,62.75
2352,Filler,1003,N/A,N/A,44.65,43.3
2353,Filler,3347,N/A,N/A,11.74,4.09
2354,Filler,5098,N/A,N/A,2.21,2.68
2355,Filler,5990,N/A,N/A,87.74,96.69
2356,Filler,4814,N/A,N/A,95.47,97.92
2357,Filler,6858,N/A,N/A,84.93,82.26
2358,Filler,6123,N/A,N/A,59.81,64.31
2359,Filler,5716,N/A,N/A,93.7,86.03
2360,Filler,1151,N/A,N/A,92.48,92.74
2361,Filler,2764,N/A,N/A,29.36,12.83
2362,Filler,3828,N/A,N/A,78.53,68.12
2363,Filler,827,N/A,N/A,34.96,32.63
2364,Filler,2570,N/A,N/A,46.09,49.56
2365,Filler,3809,N/A,N/A,85.98,41.71
2366,Filler,1055,N/A,N/A,4.95,26.2
2367,Filler,5758,N/A,N/A,3.2,7.15
2368,Filler,5306,N/A,N/A,12.54,2.69
2369,Filler,5771,N/A,N/A,38.58,81.19
2370,Filler,1345,N/A,N/A,42.27,6.41
2371,Filler,1635,N/A,N/A,4.25,23.59
2372,Filler,1793,N/A,N/A,75.55,95.94
2373,Filler,4318,N/A,N/A,40.45,33.15
2374,Filler,2917,N/A,N/A,29.73,43.37
2375,Filler,3281,N/A,N/A,31.7,68.4
2376,Filler,5431,N/A,N/A,8.61,11.78
2377,Filler,170,N/A,N/A,10.56,72.09
2378,Filler,2043,N/A,N/A,88.77,94.02
2379,Filler,1386,N/A,N/A,82.59,95.99
2380,Filler,6359,N/A,N/A,59.66,58.82
2381,Filler,1571,N/A,N/A,23.31,84.29
2382,Filler,71,N/A,N/A,36.68,17.76
2383,Filler,1132,N/A,N/A,19.48,25.86
2384,Filler,4801,N/A,N/A,71.49,45.49
2385,Filler,1029,N/A,N/A,8.72,32.45
2386,Filler,2466,N/A,N/A,46.35,27.51
2387,Filler,372,N/A,N/A,63.02,65.04
2388,Filler,4743,N/A,N/A,13.65,84.95
2389,Filler,1828,N/A,N/A,9.72,92.51
2390,Filler,5879,N/A,N/A,98.7,65.76
2391,Filler,5987,N/A,N/A,93.56,90.53
2392,Filler,710,N/A,N/A,47.58,62.35
2393,Filler,918,N/A,N/A,66.97,39.4
2394,Filler,4264,N/A,N/A,35.32,88.31
2395,Filler,7879,N/A,N/A,64.52,4.02
2396,Filler,3912,N/A,N/A,35.49,37.3
2397,Filler,2739,N/A,N/A,91.41,53.52
2398,Filler,1235,N/A,N/A,43.65,10.98
2399,Filler,4042,N/A,N/A,2.55,15.67
2400,Filler,3003,N/A,N/A,46.69,87.15
2401,Filler,7691,N/A,N/A,4.73,18.62
2402,Filler,4579,N/A,N/A,19.58,69.33
2403,Filler,3017,N/A,N/A,44.75,2.46
2404,Filler,7552,N/A,N/A,45.63,67.29
2405,Filler,5307,N/A,N/A,38.14,93.85
2406,Filler,4297,N/A,N/A,84.69,26.07
2407,Filler,4393,N/A,N/A,0.39,76.01
2408,Filler,5530,N/A,N/A,45.99,13.86
2409,Filler,5205,N/A,N/A,5.58,70.22
2410,Filler,3482,N/A,N/A,8.08,80.11
2411,Filler,6714,N/A,N/A,92.24,64.82
2412,Filler,5512,N/A,N/A,90.13,71.91
2413,Filler,4389,N/A,N/A,44.61,45.46
2414,Filler,7903,N/A,N/A,12.53,24.01
2415,Filler,1776,N/A,N/A,61.38,67.61
2416,Filler,3639,N/A,N/A,88.89,93.91
2417,Filler,754,N/A,N/A,61.97,94.52
2418,Filler,4332,N/A,N/A,8.18,3.49
2419,Filler,4677,N/A,N/A,22.49,62.19
2420,Filler,3481,N/A,N/A,24.81,50.96
2421,Filler,762,N/A,N/A,20.85,20.36
2422,Filler,2005,N/A,N/A,28.95,95.31
2423,Filler,4685,N/A,N/A,82.6,61.88
2424,Filler,6839,N/A,N/A,12.26,14.01
2425,Filler,3861,N/A,N/A,49.05,66.2
2426,Filler,1576,N/A,N/A,92.11,74.29
2427,Filler,2518,N/A,N/A,13.25,22.06
2428,Filler,7664,N/A,N/A,76.51,91.86
2429,Filler,7063,N/A,N/A,17.84,9.71
2430,Filler,5065,N/A,N/A,34.6,27.56
2431,Filler,1963,N/A,N/A,41.61,46.31
2432,Filler,2971,N/A,N/A,19.68,95.0
2433,Filler,572,N/A,N/A,43.67,26.29
2434,Filler,6589,N/A,N/A,10.28,78.17
2435,Filler,7905,N/A,N/A,14.0,14.33
2436,Filler,5447,N/A,N/A,32.63,6.03
2437,Filler,7057,N/A,N/A,89.92,94.8
2438,Filler,8027,N/A,N/A,53.19,83.45
2439,Filler,1444,N/A,N/A,39.35,25.82
2440,Filler,1454,N/A,N/A,11.27,25.52
2441,Filler,72,N/A,N/A,36.64,18.03
2442,Filler,699,N/A,N/A,6.63,13.63
2443,Filler,6341,N/A,N/A,24.15,90.63
2444,Filler,5626,N/A,N/A,15.66,51.53
2445,Filler,4344,N/A,N/A,79.45,16.95
2446,Filler,4914,N/A,N/A,42.19,98.24
2447,Filler,4469,N/A,N/A,29.41,17.49
2448,Filler,519,N/A,N/A,96.01,76.3
2449,Filler,2868,N/A,N/A,4.8,81.92
2450,Filler,7015,N/A,N/A,1.73,12.65
2451,Filler,4208,N/A,N/A,15.57,20.56
2452,Filler,2069,N/A,N/A,86.67,42.09
2453,Filler,5383,N/A,N/A,95.2,96.4
2454,Filler,3222,N/A,N/A,73.01,4.64
2455,Filler,2382,N/A,N/A,61.95,77.85
2456,Filler,2586,N/A,N/A,22.64,15.89
2457,Filler,7849,N/A,N/A,65.27,42.78
2458,Filler,542,N/A,N/A,26.77,26.66
2459,Filler,7327,N/A,N/A,5.75,58.92
2460,Filler,862,N/A,N/A,17.63,15.58
2461,Filler,7283,N/A,N/A,27.36,74.1
2462,Filler,2983,N/A,N/A,24.13,71.03
2463,Filler,5140,N/A,N/A,19.26,45.79
2464,Filler,1262,N/A,N/A,18.79,28.26
2465,Filler,4797,N/A,N/A,17.19,61.42
2466,Filler,3026,N/A,N/A,25.17,57.39
2467,Filler,7393,N/A,N/A,87.28,92.27
2468,Filler,3390,N/A,N/A,42.47,56.4
2469,Filler,2394,N/A,N/A,23.66,60.78
2470,Filler,1876,N/A,N/A,37.01,18.87
2471,Filler,5640,N/A,N/A,35.59,75.36
2472,Filler,7201,N/A,N/A,31.57,7.41
2473,Filler,7245,N/A,N/A,10.89,35.8
2474,Filler,188,N/A,N/A,19.37,14.09
2475,Filler,3593,N/A,N/A,31.9,3.18
2476,Filler,1744,N/A,N/A,46.17,34.11
2477,Filler,5454,N/A,N/A,57.86,71.41
2478,Filler,6477,N/A,N/A,87.7,72.7
2479,Filler,3521,N/A,N/A,49.63,21.99
2480,Filler,5715,N/A,N/A,57.07,14.46
2481,Filler,5738,N/A,N/A,81.83,84.22
2482,Filler,7239,N/A,N/A,20.75,58.7
2483,Filler,1668,N/A,N/A,55.48,53.4
2484,Filler,1180,N/A,N/A,78.28,8.54
2485,Filler,182,N/A,N/A,76.66,63.6
2486,Filler,2691,N/A,N/A,74.98,61.62
2487,Filler,2862,N/A,N/A,96.03,96.54
2488,Filler,192,N/A,N/A,14.93,23.56
2489,Filler,2738,N/A,N/A,44.69,93.37
2490,Filler,51,N/A,N/A,8.2,65.99
2491,Filler,3924,N/A,N/A,83.9,43.05
2492,Filler,8005,N/A,N/A,77.08,29.96
2493,Filler,7657,N/A,N/A,3.59,15.31
2494,Filler,1161,N/A,N/A,22.33,80.76
2495,Filler,6159,N/A,N/A,86.12,80.24
2496,Filler,4223,N/A,N/A,70.5,88.57
2497,Filler,1234,N/A,N/A,63.07,88.8
2498,Filler,58,N/A,N/A,50.62,9.49
2499,Filler,7991,N/A,N/A,17.71,15.13
2500,Filler,2670,N/A,N/A,99.63,86.2
2501,Filler,2801,N/A,N/A,20.93,67.69
2502,Filler,5966,N/A,N/A,40.09,34.46
2503,Filler,3532,N/A,N/A,96.06,62.83
2504,Filler,2268,N/A,N/A,32.38,76.13
2505,Filler,31,N/A,N/A,50.76,7.92
2506,Filler,3814,N/A,N/A,43.08,47.62
2507,Filler,6893,N/A,N/A,14.65,47.58
2508,Filler,6429,N/A,N/A,31.74,17.94
2509,Filler,7670,N/A,N/A,19.33,68.21
2510,Filler,4465,N/A,N/A,89.8,77.02
2511,Filler,1443,N/A,N/A,72.61,23.26
2512,Filler,3031,N/A,N/A,51.36,98.57
2513,Filler,1598,N/A,N/A,49.07,63.33
2514,Filler,2537,N/A,N/A,3.63,22.43
2515,Filler,1555,N/A,N/A,75.7,81.82
2516,Filler,2185,N/A,N/A,13.44,26.1
2517,Filler,6246,N/A,N/A,97.71,98.76
2518,Filler,7791,N/A,N/A,88.08,50.95
2519,Filler,2142,N/A,N/A,90.03,84.4
2520,Filler,5567,N/A,N/A,57.25,37.36
2521,Filler,510,N/A,N/A,87.43,81.34
2522,Filler,3905,N/A,N/A,83.62,41.63
2523,Filler,6018,N/A,N/A,38.51,42.44
2524,Filler,3358,N/A,N/A,96.22,66.86
2525,Filler,6512,N/A,N/A,92.66,77.25
2526,Filler,5880,N/A,N/A,55.59,68.63
2527,Filler,5841,N/A,N/A,69.19,41.68
2528,Filler,5234,N/A,N/A,91.48,96.85
2529,Filler,4026,N/A,N/A,38.72,8.45
2530,Filler,2519,N/A,N/A,98.82,80.84
2531,Filler,2385,N/A,N/A,47.14,81.08
2532,Filler,3268,N/A,N/A,59.65,95.21
2533,Filler,5751,N/A,N/A,87.46,94.25
2534,Filler,5371,N/A,N/A,43.48,3.67
2535,Filler,6681,N/A,N/A,78.12,73.62
2536,Filler,3214,N/A,N/A,30.24,26.94
2537,Filler,3152,N/A,N/A,24.85,33.41
2538,Filler,5713,N/A,N/A,36.03,80.12
2539,Filler,7978,N/A,N/A,75.18,71.58
2540,Filler,349,N/A,N/A,43.85,60.08
2541,Filler,6762,N/A,N/A,72.44,81.46
2542,Filler,6712,N/A,N/A,45.7,28.84
2543,Filler,7511,N/A,N/A,41.47,27.39
2544,Filler,2271,N/A,N/A,26.11,61.05
2545,Filler,458,N/A,N/A,98.54,92.58
2546,Filler,3088,N/A,N/A,33.21,26.91
2547,Filler,305,N/A,N/A,71.5,89.63
2548,Filler,6679,N/A,N/A,93.12,99.19
2549,Filler,5911,N/A,N/A,58.06,45.57
2550,Filler,4760,N/A,N/A,30.16,47.29
2551,Filler,824,N/A,N/A,18.1,66.49
2552,Filler,5856,N/A,N/A,42.45,88.44
2553,Filler,690,N/A,N/A,37.17,64.2
2554,Filler,904,N/A,N/A,92.74,61.74
2555,Filler,635,N/A,N/A,10.0,39.28
2556,Filler,5390,N/A,N/A,96.38,72.79
2557,Filler,734,N/A,N/A,34.69,66.96
2558,Filler,266,N/A,N/A,62.04,11.47
2559,Filler,6594,N/A,N/A,25.09,54.12
2560,Filler,7682,N/A,N/A,92.89,95.42
2561,Filler,492,N/A,N/A,6.73,1.87
2562,Filler,1650,N/A,N/A,7.93,18.5
2563,Filler,1364,N/A,N/A,80.61,93.75
2564,Filler,3942,N/A,N/A,31.02,30.35
2565,Filler,6425,N/A,N/A,27.04,78.75
2566,Filler,6962,N/A,N/A,88.9,70.73
2567,Filler,2084,N/A,N/A,98.93,85.16
2568,Filler,4970,N/A,N/A,62.7,70.72
2569,Filler,6058,N/A,N/A,6.88,14.71
2570,Filler,7782,N/A,N/A,84.45,82.03
2571,Filler,134,N/A,N/A,83.45,99.64
2572,Filler,6049,N/A,N/A,0.49,1.32
2573,Filler,6152,N/A,N/A,5.02,69.34
2574,Filler,3231,N/A,N/A,59.08,13.36
2575,Filler,1979,N/A,N/A,49.6,36.47
2576,Filler,2608,N/A,N/A,11.78,25.92
2577,Filler,849,N/A,N/A,67.51,49.02
2578,Filler,1083,N/A,N/A,36.19,69.32
2579,Filler,4146,N/A,N/A,29.01,48.44
2580,Filler,5926,N/A,N/A,30.11,55.84
2581,Filler,4978,N/A,N/A,33.53,20.08
2582,Filler,2158,N/A,N/A,83.26,28.72
2583,Filler,1955,N/A,N/A,61.78,89.18
2584,Filler,3620,N/A,N/A,58.12,15.63
2585,Filler,5592,N/A,N/A,94.02,95.16
2586,Filler,2960,N/A,N/A,35.91,60.17
2587,Filler,1282,N/A,N/A,80.69,89.75
2588,Filler,6008,N/A,N/A,76.34,52.94
2589,Filler,3299,N/A,N/A,44.72,49.79
2590,Filler,6975,N/A,N/A,16.46,10.44
2591,Filler,2705,N/A,N/A,69.97,86.62
2592,Filler,8016,N/A,N/A,96.69,40.01
2593,Filler,3372,N/A,N/A,73.59,48.38
2594,Filler,2298,N/A,N/A,73.68,91.38
2595,Filler,609,N/A,N/A,76.57,66.72
2596,Filler,7177,N/A,N/A,92.43,92.2
2597,Filler,7471,N/A,N/A,73.34,77.47
2598,Filler,4107,N/A,N/A,37.25,10.04
2599,Filler,4425,N/A,N/A,41.83,13.61
2600,Filler,4413,N/A,N/A,38.45,35.62
2601,Filler,614,N/A,N/A,9.28,17.05
2602,Filler,5019,N/A,N/A,13.88,44.82
2603,Filler,4068,N/A,N/A,10.02,35.41
2604,Filler,2034,N/A,N/A,5.48,42.94
2605,Filler,5463,N/A,N/A,85.38,71.48
2606,Filler,1061,N/A,N/A,23.79,72.62
2607,Filler,3459,N/A,N/A,95.03,73.0
2608,Filler,2923,N/A,N/A,5.7,31.01
2609,Filler,3366,N/A,N/A,48.15,37.86
2610,Filler,2590,N/A,N/A,75.51,27.84
2611,Filler,4936,N/A,N/A,56.16,22.3
2612,Filler,1013,N/A,N/A,87.85,53.83
2613,Filler,7149,N/A,N/A,74.14,73.82
2614,Filler,1358,N/A,N/A,43.22,46.38
2615,Filler,367,N/A,N/A,54.61,33.37
2616,Filler,1024,N/A,N/A,18.82,13.07
2617,Filler,3277,N/A,N/A,74.93,38.05
2618,Filler,7731,N/A,N/A,56.66,74.41
2619,Filler,857,N/A,N/A,50.52,11.32
2620,Filler,2086,N/A,N/A,75.45,80.59
2621,Filler,7461,N/A,N/A,41.4,4.36
2622,Filler,3547,N/A,N/A,85.73,51.12
2623,Filler,4625,N/A,N/A,43.05,2.83
2624,Filler,1992,N/A,N/A,50.07,89.51
2625,Filler,5313,N/A,N/A,19.91,43.4
2626,Filler,2981,N/A,N/A,12.0,68.03
2627,Filler,931,N/A,N/A,53.66,19.64
2628,Filler,1257,N/A,N/A,5.36,3.7
2629,Filler,1025,N/A,N/A,30.14,11.1
2630,Filler,1568,N/A,N/A,43.18,53.24
2631,Filler,2723,N/A,N/A,13.55,65.19
2632,Filler,5215,N/A,N/A,35.8,34.88
2633,Filler,7519,N/A,N/A,81.31,45.4
2634,Filler,2829,N/A,N/A,64.65,63.83
2635,Filler,10,N/A,N/A,50.25,46.22
2636,Filler,246,N/A,N/A,7.15,28.93
2637,Filler,527,N/A,N/A,35.08,94.93
2638,Filler,1320,N/A,N/A,29.09,83.19
2639,Filler,3036,N/A,N/A,79.52,66.51
2640,Filler,3649,N/A,N/A,68.38,0.89
2641,Filler,7203,N/A,N/A,68.91,76.33
2642,Filler,5673,N/A,N/A,34.83,75.19
2643,Filler,7338,N/A,N/A,38.77,4.97
2644,Filler,1672,N/A,N/A,18.99,44.34
2645,Filler,2772,N/A,N/A,69.13,73.74
2646,Filler,7458,N/A,N/A,74.62,77.7
2647,Filler,7526,N/A,N/A,56.6,45.25
2648,Filler,2289,N/A,N/A,88.82,84.36
2649,Filler,3049,N/A,N/A,99.98,99.95
2650,Filler,2615,N/A,N/A,8.77,24.43
2651,Filler,3981,N/A,N/A,96.07,79.81
2652,Filler,4331,N/A,N/A,46.61,45.61
2653,Filler,1790,N/A,N/A,36.89,19.09
2654,Filler,2436,N/A,N/A,9.61,39.07
2655,Filler,4721,N/A,N/A,29.66,59.74
2656,Filler,2621,N/A,N/A,0.55,6.99
2657,Filler,4595,N/A,N/A,17.04,35.84
2658,Filler,6611,N/A,N/A,77.99,81.61
2659,Filler,53,N/A,N/A,66.31,91.05
2660,Filler,5935,N/A,N/A,66.86,13.34
2661,Filler,3718,N/A,N/A,1.37,0.58
2662,Filler,7280,N/A,N/A,62.79,66.26
2663,Filler,5073,N/A,N/A,13.13,3.13
2664,Filler,3946,N/A,N/A,22.24,54.25
2665,Filler,7481,N/A,N/A,88.29,90.06
2666,Filler,3601,N/A,N/A,7.91,45.04
2667,Filler,359,N/A,N/A,49.25,71.54
2668,Filler,5480,N/A,N/A,58.78,75.15
2669,Filler,1651,N/A,N/A,1.83,46.37
2670,Filler,4483,N/A,N/A,52.7,82.58
2671,Filler,5165,N/A,N/A,97.64,67.32
2672,Filler,7322,N/A,N/A,42.29,89.43
2673,Filler,2248,N/A,N/A,82.75,84.13
2674,Filler,3909,N/A,N/A,96.59,96.96
2675,Filler,5169,N/A,N/A,96.62,96.72
2676,Filler,7779,N/A,N/A,95.55,70.99
2677,Filler,3334,N/A,N/A,36.26,4.3
2678,Filler,1903,N/A,N/A,0.86,0.24
2679,Filler,761,N/A,N/A,49.43,20.39
2680,Filler,3339,N/A,N/A,62.56,50.51
2681,Filler,3606,N/A,N/A,56.75,3.47
2682,Filler,3175,N/A,N/A,91.43,77.58
2683,Filler,6588,N/A,N/A,2.27,7.18
2684,Filler,1624,N/A,N/A,77.17,15.4
2685,Filler,6336,N/A,N/A,8.65,25.19
2686,Filler,4084,N/A,N/A,83.52,89.86
2687,Filler,7747,N/A,N/A,60.15,71.47
2688,Filler,1613,N/A,N/A,56.47,28.54
2689,Filler,3952,N/A,N/A,34.06,2.39
2690,Filler,3740,N/A,N/A,87.17,95.2
2691,Filler,4030,N/A,N/A,51.66,52.13
2692,Filler,4597,N/A,N/A,76.97,72.51
2693,Filler,2785,N/A,N/A,55.18,60.49
2694,Filler,4706,N/A,N/A,10.95,16.86
2695,Filler,4961,N/A,N/A,61.31,46.26
2696,Filler,2972,N/A,N/A,38.8,34.56
2697,Filler,6514,N/A,N/A,11.44,58.19
2698,Filler,5996,N/A,N/A,24.61,69.75
2699,Filler,7794,N/A,N/A,0.61,5.08
2700,Filler,6227,N/A,N/A,10.18,58.4
2701,Filler,7264,N/A,N/A,15.63,25.25
2702,Filler,1543,N/A,N/A,49.72,80.66
2703,Filler,3615,N/A,N/A,20.78,31.35
2704,Filler,3561,N/A,N/A,71.22,76.51
2705,Filler,2274,N/A,N/A,33.1,25.78
2706,Filler,2482,N/A,N/A,76.4,20.38
2707,Filler,1293,N/A,N/A,75.58,20.22
2708,Filler,1369,N/A,N/A,58.89,15.95
2709,Filler,5261,N/A,N/A,26.55,55.32
2710,Filler,7185,N/A,N/A,57.82,93.22
2711,Filler,6602,N/A,N/A,42.99,48.06
2712,Filler,3108,N/A,N/A,43.01,29.86
2713,Filler,3253,N/A,N/A,81.11,40.94
2714,Filler,5832,N/A,N/A,37.74,49.83
2715,Filler,657,N/A,N/A,8.36,45.6
2716,Filler,7011,N/A,N/A,78.55,82.69
2717,Filler,2722,N/A,N/A,39.85,0.48
2718,Filler,6133,N/A,N/A,18.39,52.6
2719,Filler,2689,N/A,N/A,30.29,94.81
2720,Filler,6494,N/A,N/A,65.67,82.29
2721,Filler,7312,N/A,N/A,63.01,58.46
2722,Filler,3269,N/A,N/A,32.68,7.05
2723,Filler,7748,N/A,N/A,14.02,55.18
2724,Filler,6184,N/A,N/A,84.48,31.83
2725,Filler,4605,N/A,N/A,31.83,32.66
2726,Filler,4503,N/A,N/A,73.65,36.85
2727,Filler,604,N/A,N/A,85.29,89.98
2728,Filler,6788,N/A,N/A,82.72,51.69
2729,Filler,2225,N/A,N/A,96.44,94.04
2730,Filler,1438,N/A,N/A,86.7,83.9
2731,Filler,6785,N/A,N/A,22.36,48.15
2732,Filler,6776,N/A,N/A,53.75,24.44
2733,Filler,1989,N/A,N/A,19.77,27.59
2734,Filler,6394,N/A,N/A,68.3,51.79
2735,Filler,5013,N/A,N/A,91.19,98.62
2736,Filler,5604,N/A,N/A,44.27,86.98
2737,Filler,3763,N/A,N/A,89.21,85.49
2738,Filler,6249,N/A,N/A,45.59,22.39
2739,Filler,2151,N/A,N/A,53.14,9.55
2740,Filler,5126,N/A,N/A,25.77,43.98
2741,Filler,4653,N/A,N/A,8.46,2.8
2742,Filler,6026,N/A,N/A,27.23,60.14
2743,Filler,6067,N/A,N/A,52.36,2.81
2744,Filler,2039,N/A,N/A,27.37,24.96
2745,Filler,1762,N/A,N/A,2.25,2.92
2746,Filler,4155,N/A,N/A,82.81,76.49
2747,Filler,6741,N/A,N/A,45.65,8.32
2748,Filler,8030,N/A,N/A,82.79,90.38
2749,Filler,5394,N/A,N/A,18.73,51.8
2750,Filler,3384,N/A,N/A,26.4,37.08
2751,Filler,4613,N/A,N/A,76.81,35.42
2752,Filler,3506,N/A,N/A,63.57,63.31
2753,Filler,2561,N/A,N/A,63.79,26.79
2754,Filler,5903,N/A,N/A,88.09,21.4
2755,Filler,259,N/A,N/A,94.6,35.26
2756,Filler,4184,N/A,N/A,49.94,37.41
2757,Filler,4640,N/A,N/A,5.95,6.47
2758,Filler,2800,N/A,N/A,62.36,85.82
2759,Filler,5827,N/A,N/A,16.1,55.71
2760,Filler,3359,N/A,N/A,65.16,83.42
2761,Filler,1099,N/A,N/A,17.39,29.26
2762,Filler,960,N/A,N/A,30.02,19.22
